fecha,indicativo,estacion,provincia,temperatura,tmax_p50,anomalia,anomalia_positiva,anomalia_negativa,tipo_dato,nombre,texto_anomalia
2023-06-01,1210X,Cabo Peñas,Asturias,"20,8",17.4,3.4,20.8,17.4,☀️ Día,Cabo Peñas (Asturias),"+3,4"
2023-06-02,1210X,Cabo Peñas,Asturias,"21,1",17.5,3.6,21.1,17.5,☀️ Día,Cabo Peñas (Asturias),"+3,6"
2023-06-03,1210X,Cabo Peñas,Asturias,"21,4",17.5,3.9,21.4,17.5,☀️ Día,Cabo Peñas (Asturias),"+3,9"
2023-06-04,1210X,Cabo Peñas,Asturias,"20,7",17.6,3.1,20.7,17.6,☀️ Día,Cabo Peñas (Asturias),"+3,1"
2023-06-05,1210X,Cabo Peñas,Asturias,"21,6",17.7,3.9,21.6,17.7,☀️ Día,Cabo Peñas (Asturias),"+3,9"
2023-06-06,1210X,Cabo Peñas,Asturias,"23,7",17.8,5.9,23.7,17.8,☀️ Día,Cabo Peñas (Asturias),"+5,9"
2023-06-07,1210X,Cabo Peñas,Asturias,22,17.8,4.2,22,17.8,☀️ Día,Cabo Peñas (Asturias),"+4,2"
2023-06-08,1210X,Cabo Peñas,Asturias,23,18,5,23,18,☀️ Día,Cabo Peñas (Asturias),5
2023-06-09,1210X,Cabo Peñas,Asturias,"23,3",18,5.3,23.3,18,☀️ Día,Cabo Peñas (Asturias),"+5,3"
2023-06-10,1210X,Cabo Peñas,Asturias,"22,2",18,4.2,22.2,18,☀️ Día,Cabo Peñas (Asturias),"+4,2"
2023-06-11,1210X,Cabo Peñas,Asturias,"21,7",18.1,3.6,21.7,18.1,☀️ Día,Cabo Peñas (Asturias),"+3,6"
2023-06-12,1210X,Cabo Peñas,Asturias,22,18.2,3.8,22,18.2,☀️ Día,Cabo Peñas (Asturias),"+3,8"
2023-06-13,1210X,Cabo Peñas,Asturias,"20,4",18.2,2.2,20.4,18.2,☀️ Día,Cabo Peñas (Asturias),"+2,2"
2023-06-14,1210X,Cabo Peñas,Asturias,"22,4",18.3,4.1,22.4,18.3,☀️ Día,Cabo Peñas (Asturias),"+4,1"
2023-06-15,1210X,Cabo Peñas,Asturias,"22,2",18.3,3.9,22.2,18.3,☀️ Día,Cabo Peñas (Asturias),"+3,9"
2023-06-16,1210X,Cabo Peñas,Asturias,"23,3",18.4,4.9,23.3,18.4,☀️ Día,Cabo Peñas (Asturias),"+4,9"
2023-06-17,1210X,Cabo Peñas,Asturias,21,18.5,2.5,21,18.5,☀️ Día,Cabo Peñas (Asturias),"+2,5"
2023-06-18,1210X,Cabo Peñas,Asturias,"22,4",18.5,3.9,22.4,18.5,☀️ Día,Cabo Peñas (Asturias),"+3,9"
2023-06-19,1210X,Cabo Peñas,Asturias,"20,1",18.6,1.5,20.1,18.6,☀️ Día,Cabo Peñas (Asturias),"+1,5"
2023-06-20,1210X,Cabo Peñas,Asturias,"20,4",18.7,1.7,20.4,18.7,☀️ Día,Cabo Peñas (Asturias),"+1,7"
2023-06-21,1210X,Cabo Peñas,Asturias,"21,1",18.7,2.4,21.1,18.7,☀️ Día,Cabo Peñas (Asturias),"+2,4"
2023-06-22,1210X,Cabo Peñas,Asturias,"21,8",18.7,3.1,21.8,18.7,☀️ Día,Cabo Peñas (Asturias),"+3,1"
2023-06-23,1210X,Cabo Peñas,Asturias,22,18.9,3.1,22,18.9,☀️ Día,Cabo Peñas (Asturias),"+3,1"
2023-06-24,1210X,Cabo Peñas,Asturias,"22,9",18.9,4,22.9,18.9,☀️ Día,Cabo Peñas (Asturias),4
2023-06-25,1210X,Cabo Peñas,Asturias,"22,1",19,3.1,22.1,19,☀️ Día,Cabo Peñas (Asturias),"+3,1"
2023-06-26,1210X,Cabo Peñas,Asturias,"22,6",19.1,3.5,22.6,19.1,☀️ Día,Cabo Peñas (Asturias),"+3,5"
2023-06-27,1210X,Cabo Peñas,Asturias,"22,2",19.2,3,22.2,19.2,☀️ Día,Cabo Peñas (Asturias),3
2023-06-28,1210X,Cabo Peñas,Asturias,"22,8",19.3,3.5,22.8,19.3,☀️ Día,Cabo Peñas (Asturias),"+3,5"
2023-06-29,1210X,Cabo Peñas,Asturias,"19,9",19.4,0.5,19.9,19.4,☀️ Día,Cabo Peñas (Asturias),"+0,5"
2023-06-30,1210X,Cabo Peñas,Asturias,"20,2",19.5,0.7,20.2,19.5,☀️ Día,Cabo Peñas (Asturias),"+0,7"
2023-07-01,1210X,Cabo Peñas,Asturias,"21,3",19.6,1.7,21.3,19.6,☀️ Día,Cabo Peñas (Asturias),"+1,7"
2023-07-02,1210X,Cabo Peñas,Asturias,"22,1",19.6,2.5,22.1,19.6,☀️ Día,Cabo Peñas (Asturias),"+2,5"
2023-07-03,1210X,Cabo Peñas,Asturias,"22,8",19.7,3.1,22.8,19.7,☀️ Día,Cabo Peñas (Asturias),"+3,1"
2023-07-04,1210X,Cabo Peñas,Asturias,23,19.8,3.2,23,19.8,☀️ Día,Cabo Peñas (Asturias),"+3,2"
2023-07-05,1210X,Cabo Peñas,Asturias,"21,9",19.8,2.1,21.9,19.8,☀️ Día,Cabo Peñas (Asturias),"+2,1"
2023-07-06,1210X,Cabo Peñas,Asturias,"23,8",19.9,3.9,23.8,19.9,☀️ Día,Cabo Peñas (Asturias),"+3,9"
2023-07-07,1210X,Cabo Peñas,Asturias,"24,4",19.9,4.5,24.4,19.9,☀️ Día,Cabo Peñas (Asturias),"+4,5"
2023-07-08,1210X,Cabo Peñas,Asturias,"22,3",20,2.3,22.3,20,☀️ Día,Cabo Peñas (Asturias),"+2,3"
2023-07-09,1210X,Cabo Peñas,Asturias,"24,4",20,4.4,24.4,20,☀️ Día,Cabo Peñas (Asturias),"+4,4"
2023-07-10,1210X,Cabo Peñas,Asturias,"24,4",20.1,4.3,24.4,20.1,☀️ Día,Cabo Peñas (Asturias),"+4,3"
2023-07-11,1210X,Cabo Peñas,Asturias,"22,5",20.2,2.3,22.5,20.2,☀️ Día,Cabo Peñas (Asturias),"+2,3"
2023-07-12,1210X,Cabo Peñas,Asturias,"21,4",20.3,1.1,21.4,20.3,☀️ Día,Cabo Peñas (Asturias),"+1,1"
2023-07-13,1210X,Cabo Peñas,Asturias,"23,4",20.3,3.1,23.4,20.3,☀️ Día,Cabo Peñas (Asturias),"+3,1"
2023-07-14,1210X,Cabo Peñas,Asturias,"26,8",20.4,6.4,26.8,20.4,☀️ Día,Cabo Peñas (Asturias),"+6,4"
2023-07-15,1210X,Cabo Peñas,Asturias,"20,3",20.4,-0.1,20.4,20.3,☀️ Día,Cabo Peñas (Asturias),"-0,1"
2023-07-16,1210X,Cabo Peñas,Asturias,"22,8",20.4,2.4,22.8,20.4,☀️ Día,Cabo Peñas (Asturias),"+2,4"
2023-07-17,1210X,Cabo Peñas,Asturias,"22,6",20.5,2.1,22.6,20.5,☀️ Día,Cabo Peñas (Asturias),"+2,1"
2023-07-18,1210X,Cabo Peñas,Asturias,"23,4",20.6,2.8,23.4,20.6,☀️ Día,Cabo Peñas (Asturias),"+2,8"
2023-07-19,1210X,Cabo Peñas,Asturias,"23,1",20.6,2.5,23.1,20.6,☀️ Día,Cabo Peñas (Asturias),"+2,5"
2023-07-20,1210X,Cabo Peñas,Asturias,"23,8",20.7,3.1,23.8,20.7,☀️ Día,Cabo Peñas (Asturias),"+3,1"
2023-07-21,1210X,Cabo Peñas,Asturias,"24,4",20.8,3.6,24.4,20.8,☀️ Día,Cabo Peñas (Asturias),"+3,6"
2023-07-22,1210X,Cabo Peñas,Asturias,"23,5",20.8,2.7,23.5,20.8,☀️ Día,Cabo Peñas (Asturias),"+2,7"
2023-07-23,1210X,Cabo Peñas,Asturias,"23,4",20.9,2.5,23.4,20.9,☀️ Día,Cabo Peñas (Asturias),"+2,5"
2023-07-24,1210X,Cabo Peñas,Asturias,"21,4",21,0.4,21.4,21,☀️ Día,Cabo Peñas (Asturias),"+0,4"
2023-07-25,1210X,Cabo Peñas,Asturias,"20,8",21,-0.2,21,20.8,☀️ Día,Cabo Peñas (Asturias),"-0,2"
2023-07-26,1210X,Cabo Peñas,Asturias,24,21,3,24,21,☀️ Día,Cabo Peñas (Asturias),3
2023-07-27,1210X,Cabo Peñas,Asturias,"22,6",21.1,1.5,22.6,21.1,☀️ Día,Cabo Peñas (Asturias),"+1,5"
2023-07-28,1210X,Cabo Peñas,Asturias,"26,6",21,5.6,26.6,21,☀️ Día,Cabo Peñas (Asturias),"+5,6"
2023-07-29,1210X,Cabo Peñas,Asturias,"22,3",21.1,1.2,22.3,21.1,☀️ Día,Cabo Peñas (Asturias),"+1,2"
2023-07-30,1210X,Cabo Peñas,Asturias,"23,3",21.1,2.2,23.3,21.1,☀️ Día,Cabo Peñas (Asturias),"+2,2"
2023-07-31,1210X,Cabo Peñas,Asturias,"23,9",21.1,2.8,23.9,21.1,☀️ Día,Cabo Peñas (Asturias),"+2,8"
2023-08-01,1210X,Cabo Peñas,Asturias,23,21.1,1.9,23,21.1,☀️ Día,Cabo Peñas (Asturias),"+1,9"
2023-08-02,1210X,Cabo Peñas,Asturias,"25,3",21.2,4.1,25.3,21.2,☀️ Día,Cabo Peñas (Asturias),"+4,1"
2023-08-03,1210X,Cabo Peñas,Asturias,"20,2",21.2,-1,21.2,20.2,☀️ Día,Cabo Peñas (Asturias),-1
2023-08-04,1210X,Cabo Peñas,Asturias,"21,6",21.2,0.4,21.6,21.2,☀️ Día,Cabo Peñas (Asturias),"+0,4"
2023-08-05,1210X,Cabo Peñas,Asturias,"21,3",21.2,0.1,21.3,21.2,☀️ Día,Cabo Peñas (Asturias),"+0,1"
2023-08-06,1210X,Cabo Peñas,Asturias,"21,8",21.2,0.6,21.8,21.2,☀️ Día,Cabo Peñas (Asturias),"+0,6"
2023-08-07,1210X,Cabo Peñas,Asturias,"22,9",21.3,1.6,22.9,21.3,☀️ Día,Cabo Peñas (Asturias),"+1,6"
2023-08-08,1210X,Cabo Peñas,Asturias,"23,7",21.3,2.4,23.7,21.3,☀️ Día,Cabo Peñas (Asturias),"+2,4"
2023-08-09,1210X,Cabo Peñas,Asturias,"25,1",21.3,3.8,25.1,21.3,☀️ Día,Cabo Peñas (Asturias),"+3,8"
2023-08-10,1210X,Cabo Peñas,Asturias,"26,2",21.3,4.9,26.2,21.3,☀️ Día,Cabo Peñas (Asturias),"+4,9"
2023-08-11,1210X,Cabo Peñas,Asturias,"26,2",21.3,4.9,26.2,21.3,☀️ Día,Cabo Peñas (Asturias),"+4,9"
2023-08-12,1210X,Cabo Peñas,Asturias,"22,2",21.3,0.9,22.2,21.3,☀️ Día,Cabo Peñas (Asturias),"+0,9"
2023-08-13,1210X,Cabo Peñas,Asturias,"24,5",21.3,3.2,24.5,21.3,☀️ Día,Cabo Peñas (Asturias),"+3,2"
2023-08-14,1210X,Cabo Peñas,Asturias,"23,1",21.3,1.8,23.1,21.3,☀️ Día,Cabo Peñas (Asturias),"+1,8"
2023-08-15,1210X,Cabo Peñas,Asturias,"21,2",21.3,-0.1,21.3,21.2,☀️ Día,Cabo Peñas (Asturias),"-0,1"
2023-08-16,1210X,Cabo Peñas,Asturias,"21,4",21.3,0.1,21.4,21.3,☀️ Día,Cabo Peñas (Asturias),"+0,1"
2023-08-17,1210X,Cabo Peñas,Asturias,"24,8",21.3,3.5,24.8,21.3,☀️ Día,Cabo Peñas (Asturias),"+3,5"
2023-08-18,1210X,Cabo Peñas,Asturias,"25,3",21.3,4,25.3,21.3,☀️ Día,Cabo Peñas (Asturias),4
2023-08-19,1210X,Cabo Peñas,Asturias,"24,4",21.3,3.1,24.4,21.3,☀️ Día,Cabo Peñas (Asturias),"+3,1"
2023-08-20,1210X,Cabo Peñas,Asturias,"21,9",21.2,0.7,21.9,21.2,☀️ Día,Cabo Peñas (Asturias),"+0,7"
2023-08-21,1210X,Cabo Peñas,Asturias,"23,9",21.2,2.7,23.9,21.2,☀️ Día,Cabo Peñas (Asturias),"+2,7"
2023-08-22,1210X,Cabo Peñas,Asturias,24,21.1,2.9,24,21.1,☀️ Día,Cabo Peñas (Asturias),"+2,9"
2023-06-01,1387,A Coruña,A Coruña,"20,1",19.4,0.7,20.1,19.4,☀️ Día,A Coruña (A Coruña),"+0,7"
2023-06-02,1387,A Coruña,A Coruña,"23,3",19.5,3.8,23.3,19.5,☀️ Día,A Coruña (A Coruña),"+3,8"
2023-06-03,1387,A Coruña,A Coruña,"23,8",19.6,4.2,23.8,19.6,☀️ Día,A Coruña (A Coruña),"+4,2"
2023-06-04,1387,A Coruña,A Coruña,"23,9",19.6,4.3,23.9,19.6,☀️ Día,A Coruña (A Coruña),"+4,3"
2023-06-05,1387,A Coruña,A Coruña,"21,3",19.6,1.7,21.3,19.6,☀️ Día,A Coruña (A Coruña),"+1,7"
2023-06-06,1387,A Coruña,A Coruña,"27,2",19.8,7.4,27.2,19.8,☀️ Día,A Coruña (A Coruña),"+7,4"
2023-06-07,1387,A Coruña,A Coruña,"22,7",19.9,2.8,22.7,19.9,☀️ Día,A Coruña (A Coruña),"+2,8"
2023-06-08,1387,A Coruña,A Coruña,"24,4",20,4.4,24.4,20,☀️ Día,A Coruña (A Coruña),"+4,4"
2023-06-09,1387,A Coruña,A Coruña,24,20,4,24,20,☀️ Día,A Coruña (A Coruña),4
2023-06-10,1387,A Coruña,A Coruña,22,20,2,22,20,☀️ Día,A Coruña (A Coruña),2
2023-06-11,1387,A Coruña,A Coruña,"22,5",20,2.5,22.5,20,☀️ Día,A Coruña (A Coruña),"+2,5"
2023-06-12,1387,A Coruña,A Coruña,"23,1",20.2,2.9,23.1,20.2,☀️ Día,A Coruña (A Coruña),"+2,9"
2023-06-13,1387,A Coruña,A Coruña,21,20.2,0.8,21,20.2,☀️ Día,A Coruña (A Coruña),"+0,8"
2023-06-14,1387,A Coruña,A Coruña,"21,2",20.2,1,21.2,20.2,☀️ Día,A Coruña (A Coruña),1
2023-06-15,1387,A Coruña,A Coruña,"24,9",20.3,4.6,24.9,20.3,☀️ Día,A Coruña (A Coruña),"+4,6"
2023-06-16,1387,A Coruña,A Coruña,"25,4",20.4,5,25.4,20.4,☀️ Día,A Coruña (A Coruña),5
2023-06-17,1387,A Coruña,A Coruña,"22,4",20.4,2,22.4,20.4,☀️ Día,A Coruña (A Coruña),2
2023-06-18,1387,A Coruña,A Coruña,"22,7",20.5,2.2,22.7,20.5,☀️ Día,A Coruña (A Coruña),"+2,2"
2023-06-19,1387,A Coruña,A Coruña,"20,8",20.6,0.2,20.8,20.6,☀️ Día,A Coruña (A Coruña),"+0,2"
2023-06-20,1387,A Coruña,A Coruña,"22,1",20.6,1.5,22.1,20.6,☀️ Día,A Coruña (A Coruña),"+1,5"
2023-06-21,1387,A Coruña,A Coruña,"21,6",20.8,0.8,21.6,20.8,☀️ Día,A Coruña (A Coruña),"+0,8"
2023-06-22,1387,A Coruña,A Coruña,"22,6",20.8,1.8,22.6,20.8,☀️ Día,A Coruña (A Coruña),"+1,8"
2023-06-23,1387,A Coruña,A Coruña,"24,5",20.9,3.6,24.5,20.9,☀️ Día,A Coruña (A Coruña),"+3,6"
2023-06-24,1387,A Coruña,A Coruña,"31,6",21,10.6,31.6,21,☀️ Día,A Coruña (A Coruña),"+10,6"
2023-06-25,1387,A Coruña,A Coruña,"24,5",21,3.5,24.5,21,☀️ Día,A Coruña (A Coruña),"+3,5"
2023-06-26,1387,A Coruña,A Coruña,"22,2",21,1.2,22.2,21,☀️ Día,A Coruña (A Coruña),"+1,2"
2023-06-27,1387,A Coruña,A Coruña,"23,6",21.2,2.4,23.6,21.2,☀️ Día,A Coruña (A Coruña),"+2,4"
2023-06-28,1387,A Coruña,A Coruña,"21,4",21.2,0.2,21.4,21.2,☀️ Día,A Coruña (A Coruña),"+0,2"
2023-06-29,1387,A Coruña,A Coruña,"21,1",21.2,-0.1,21.2,21.1,☀️ Día,A Coruña (A Coruña),"-0,1"
2023-06-30,1387,A Coruña,A Coruña,"22,8",21.4,1.4,22.8,21.4,☀️ Día,A Coruña (A Coruña),"+1,4"
2023-07-01,1387,A Coruña,A Coruña,"22,4",21.4,1,22.4,21.4,☀️ Día,A Coruña (A Coruña),1
2023-07-02,1387,A Coruña,A Coruña,"21,2",21.4,-0.2,21.4,21.2,☀️ Día,A Coruña (A Coruña),"-0,2"
2023-07-03,1387,A Coruña,A Coruña,"22,4",21.4,1,22.4,21.4,☀️ Día,A Coruña (A Coruña),1
2023-07-04,1387,A Coruña,A Coruña,"24,1",21.5,2.6,24.1,21.5,☀️ Día,A Coruña (A Coruña),"+2,6"
2023-07-05,1387,A Coruña,A Coruña,"22,1",21.6,0.5,22.1,21.6,☀️ Día,A Coruña (A Coruña),"+0,5"
2023-07-06,1387,A Coruña,A Coruña,"22,7",21.6,1.1,22.7,21.6,☀️ Día,A Coruña (A Coruña),"+1,1"
2023-07-07,1387,A Coruña,A Coruña,27,21.6,5.4,27,21.6,☀️ Día,A Coruña (A Coruña),"+5,4"
2023-07-08,1387,A Coruña,A Coruña,24,21.6,2.4,24,21.6,☀️ Día,A Coruña (A Coruña),"+2,4"
2023-07-09,1387,A Coruña,A Coruña,"23,2",21.6,1.6,23.2,21.6,☀️ Día,A Coruña (A Coruña),"+1,6"
2023-07-10,1387,A Coruña,A Coruña,"24,1",21.8,2.3,24.1,21.8,☀️ Día,A Coruña (A Coruña),"+2,3"
2023-07-11,1387,A Coruña,A Coruña,"24,6",21.8,2.8,24.6,21.8,☀️ Día,A Coruña (A Coruña),"+2,8"
2023-07-12,1387,A Coruña,A Coruña,"21,4",21.9,-0.5,21.9,21.4,☀️ Día,A Coruña (A Coruña),"-0,5"
2023-07-13,1387,A Coruña,A Coruña,24,22,2,24,22,☀️ Día,A Coruña (A Coruña),2
2023-07-14,1387,A Coruña,A Coruña,"25,9",22,3.9,25.9,22,☀️ Día,A Coruña (A Coruña),"+3,9"
2023-07-15,1387,A Coruña,A Coruña,23,22,1,23,22,☀️ Día,A Coruña (A Coruña),1
2023-07-16,1387,A Coruña,A Coruña,"22,9",22,0.9,22.9,22,☀️ Día,A Coruña (A Coruña),"+0,9"
2023-07-17,1387,A Coruña,A Coruña,"23,6",22,1.6,23.6,22,☀️ Día,A Coruña (A Coruña),"+1,6"
2023-07-18,1387,A Coruña,A Coruña,"24,2",22.2,2,24.2,22.2,☀️ Día,A Coruña (A Coruña),2
2023-07-19,1387,A Coruña,A Coruña,"22,6",22.2,0.4,22.6,22.2,☀️ Día,A Coruña (A Coruña),"+0,4"
2023-07-20,1387,A Coruña,A Coruña,"24,1",22.2,1.9,24.1,22.2,☀️ Día,A Coruña (A Coruña),"+1,9"
2023-07-21,1387,A Coruña,A Coruña,23,22.4,0.6,23,22.4,☀️ Día,A Coruña (A Coruña),"+0,6"
2023-07-22,1387,A Coruña,A Coruña,"22,2",22.4,-0.2,22.4,22.2,☀️ Día,A Coruña (A Coruña),"-0,2"
2023-07-23,1387,A Coruña,A Coruña,"24,3",22.4,1.9,24.3,22.4,☀️ Día,A Coruña (A Coruña),"+1,9"
2023-07-24,1387,A Coruña,A Coruña,"23,2",22.4,0.8,23.2,22.4,☀️ Día,A Coruña (A Coruña),"+0,8"
2023-07-25,1387,A Coruña,A Coruña,"23,1",22.5,0.6,23.1,22.5,☀️ Día,A Coruña (A Coruña),"+0,6"
2023-07-26,1387,A Coruña,A Coruña,"22,7",22.5,0.2,22.7,22.5,☀️ Día,A Coruña (A Coruña),"+0,2"
2023-07-27,1387,A Coruña,A Coruña,"25,3",22.6,2.7,25.3,22.6,☀️ Día,A Coruña (A Coruña),"+2,7"
2023-07-28,1387,A Coruña,A Coruña,"26,8",22.6,4.2,26.8,22.6,☀️ Día,A Coruña (A Coruña),"+4,2"
2023-07-29,1387,A Coruña,A Coruña,"23,8",22.6,1.2,23.8,22.6,☀️ Día,A Coruña (A Coruña),"+1,2"
2023-07-30,1387,A Coruña,A Coruña,"23,1",22.6,0.5,23.1,22.6,☀️ Día,A Coruña (A Coruña),"+0,5"
2023-07-31,1387,A Coruña,A Coruña,"25,7",22.6,3.1,25.7,22.6,☀️ Día,A Coruña (A Coruña),"+3,1"
2023-08-01,1387,A Coruña,A Coruña,"24,9",22.6,2.3,24.9,22.6,☀️ Día,A Coruña (A Coruña),"+2,3"
2023-08-02,1387,A Coruña,A Coruña,"23,3",22.6,0.7,23.3,22.6,☀️ Día,A Coruña (A Coruña),"+0,7"
2023-08-03,1387,A Coruña,A Coruña,"21,9",22.6,-0.7,22.6,21.9,☀️ Día,A Coruña (A Coruña),"-0,7"
2023-08-04,1387,A Coruña,A Coruña,"21,2",22.6,-1.4,22.6,21.2,☀️ Día,A Coruña (A Coruña),"-1,4"
2023-08-05,1387,A Coruña,A Coruña,23,22.6,0.4,23,22.6,☀️ Día,A Coruña (A Coruña),"+0,4"
2023-08-06,1387,A Coruña,A Coruña,"22,9",22.7,0.2,22.9,22.7,☀️ Día,A Coruña (A Coruña),"+0,2"
2023-08-07,1387,A Coruña,A Coruña,"25,8",22.8,3,25.8,22.8,☀️ Día,A Coruña (A Coruña),3
2023-08-08,1387,A Coruña,A Coruña,"29,1",22.8,6.3,29.1,22.8,☀️ Día,A Coruña (A Coruña),"+6,3"
2023-08-09,1387,A Coruña,A Coruña,26,22.8,3.2,26,22.8,☀️ Día,A Coruña (A Coruña),"+3,2"
2023-08-10,1387,A Coruña,A Coruña,"29,8",22.8,7,29.8,22.8,☀️ Día,A Coruña (A Coruña),7
2023-08-11,1387,A Coruña,A Coruña,"26,6",22.8,3.8,26.6,22.8,☀️ Día,A Coruña (A Coruña),"+3,8"
2023-08-12,1387,A Coruña,A Coruña,"24,6",22.8,1.8,24.6,22.8,☀️ Día,A Coruña (A Coruña),"+1,8"
2023-08-13,1387,A Coruña,A Coruña,"22,8",22.8,0,22.8,22.8,☀️ Día,A Coruña (A Coruña),0
2023-08-14,1387,A Coruña,A Coruña,"25,1",22.8,2.3,25.1,22.8,☀️ Día,A Coruña (A Coruña),"+2,3"
2023-08-15,1387,A Coruña,A Coruña,"23,4",22.8,0.6,23.4,22.8,☀️ Día,A Coruña (A Coruña),"+0,6"
2023-08-16,1387,A Coruña,A Coruña,"21,9",22.8,-0.9,22.8,21.9,☀️ Día,A Coruña (A Coruña),"-0,9"
2023-08-17,1387,A Coruña,A Coruña,25,22.8,2.2,25,22.8,☀️ Día,A Coruña (A Coruña),"+2,2"
2023-08-18,1387,A Coruña,A Coruña,"27,5",22.9,4.6,27.5,22.9,☀️ Día,A Coruña (A Coruña),"+4,6"
2023-08-19,1387,A Coruña,A Coruña,"24,9",23,1.9,24.9,23,☀️ Día,A Coruña (A Coruña),"+1,9"
2023-08-20,1387,A Coruña,A Coruña,24,22.9,1.1,24,22.9,☀️ Día,A Coruña (A Coruña),"+1,1"
2023-08-21,1387,A Coruña,A Coruña,"25,6",22.8,2.8,25.6,22.8,☀️ Día,A Coruña (A Coruña),"+2,8"
2023-08-22,1387,A Coruña,A Coruña,"29,5",22.8,6.7,29.5,22.8,☀️ Día,A Coruña (A Coruña),"+6,7"
2023-06-01,0201D,Barcelona,Barcelona,"23,9",22.4,1.5,23.9,22.4,☀️ Día,Barcelona (Barcelona),"+1,5"
2023-06-02,0201D,Barcelona,Barcelona,"22,7",22.5,0.2,22.7,22.5,☀️ Día,Barcelona (Barcelona),"+0,2"
2023-06-03,0201D,Barcelona,Barcelona,"23,5",22.6,0.9,23.5,22.6,☀️ Día,Barcelona (Barcelona),"+0,9"
2023-06-04,0201D,Barcelona,Barcelona,"23,8",22.7,1.1,23.8,22.7,☀️ Día,Barcelona (Barcelona),"+1,1"
2023-06-05,0201D,Barcelona,Barcelona,"23,2",22.8,0.4,23.2,22.8,☀️ Día,Barcelona (Barcelona),"+0,4"
2023-06-06,0201D,Barcelona,Barcelona,"23,1",23,0.1,23.1,23,☀️ Día,Barcelona (Barcelona),"+0,1"
2023-06-07,0201D,Barcelona,Barcelona,"24,6",23,1.6,24.6,23,☀️ Día,Barcelona (Barcelona),"+1,6"
2023-06-08,0201D,Barcelona,Barcelona,"24,7",23.1,1.6,24.7,23.1,☀️ Día,Barcelona (Barcelona),"+1,6"
2023-06-09,0201D,Barcelona,Barcelona,"24,7",23.2,1.5,24.7,23.2,☀️ Día,Barcelona (Barcelona),"+1,5"
2023-06-10,0201D,Barcelona,Barcelona,"24,8",23.4,1.4,24.8,23.4,☀️ Día,Barcelona (Barcelona),"+1,4"
2023-06-11,0201D,Barcelona,Barcelona,"27,8",23.5,4.3,27.8,23.5,☀️ Día,Barcelona (Barcelona),"+4,3"
2023-06-12,0201D,Barcelona,Barcelona,"26,9",23.7,3.2,26.9,23.7,☀️ Día,Barcelona (Barcelona),"+3,2"
2023-06-13,0201D,Barcelona,Barcelona,"24,6",23.8,0.8,24.6,23.8,☀️ Día,Barcelona (Barcelona),"+0,8"
2023-06-14,0201D,Barcelona,Barcelona,"26,5",23.9,2.6,26.5,23.9,☀️ Día,Barcelona (Barcelona),"+2,6"
2023-06-15,0201D,Barcelona,Barcelona,"26,7",24.1,2.6,26.7,24.1,☀️ Día,Barcelona (Barcelona),"+2,6"
2023-06-16,0201D,Barcelona,Barcelona,"26,3",24.3,2,26.3,24.3,☀️ Día,Barcelona (Barcelona),2
2023-06-17,0201D,Barcelona,Barcelona,"26,1",24.4,1.7,26.1,24.4,☀️ Día,Barcelona (Barcelona),"+1,7"
2023-06-18,0201D,Barcelona,Barcelona,"27,2",24.5,2.7,27.2,24.5,☀️ Día,Barcelona (Barcelona),"+2,7"
2023-06-19,0201D,Barcelona,Barcelona,"26,5",24.6,1.9,26.5,24.6,☀️ Día,Barcelona (Barcelona),"+1,9"
2023-06-20,0201D,Barcelona,Barcelona,"28,2",24.8,3.4,28.2,24.8,☀️ Día,Barcelona (Barcelona),"+3,4"
2023-06-21,0201D,Barcelona,Barcelona,"26,6",24.9,1.7,26.6,24.9,☀️ Día,Barcelona (Barcelona),"+1,7"
2023-06-22,0201D,Barcelona,Barcelona,"28,7",25.1,3.6,28.7,25.1,☀️ Día,Barcelona (Barcelona),"+3,6"
2023-06-23,0201D,Barcelona,Barcelona,"27,3",25.1,2.2,27.3,25.1,☀️ Día,Barcelona (Barcelona),"+2,2"
2023-06-24,0201D,Barcelona,Barcelona,"26,6",25.3,1.3,26.6,25.3,☀️ Día,Barcelona (Barcelona),"+1,3"
2023-06-25,0201D,Barcelona,Barcelona,"27,9",25.4,2.5,27.9,25.4,☀️ Día,Barcelona (Barcelona),"+2,5"
2023-06-26,0201D,Barcelona,Barcelona,"28,6",25.5,3.1,28.6,25.5,☀️ Día,Barcelona (Barcelona),"+3,1"
2023-06-27,0201D,Barcelona,Barcelona,"27,9",25.6,2.3,27.9,25.6,☀️ Día,Barcelona (Barcelona),"+2,3"
2023-06-28,0201D,Barcelona,Barcelona,"27,1",25.7,1.4,27.1,25.7,☀️ Día,Barcelona (Barcelona),"+1,4"
2023-06-29,0201D,Barcelona,Barcelona,"28,1",25.7,2.4,28.1,25.7,☀️ Día,Barcelona (Barcelona),"+2,4"
2023-06-30,0201D,Barcelona,Barcelona,"26,3",25.8,0.5,26.3,25.8,☀️ Día,Barcelona (Barcelona),"+0,5"
2023-07-01,0201D,Barcelona,Barcelona,"25,8",25.9,-0.1,25.9,25.8,☀️ Día,Barcelona (Barcelona),"-0,1"
2023-07-02,0201D,Barcelona,Barcelona,"27,6",26,1.6,27.6,26,☀️ Día,Barcelona (Barcelona),"+1,6"
2023-07-03,0201D,Barcelona,Barcelona,"26,8",26.1,0.7,26.8,26.1,☀️ Día,Barcelona (Barcelona),"+0,7"
2023-07-04,0201D,Barcelona,Barcelona,"27,6",26.1,1.5,27.6,26.1,☀️ Día,Barcelona (Barcelona),"+1,5"
